id,item,level,order,unit,2025-Q3,2025-Q4,2026-Q1,2026-Q2
IS_PROFIT_BEFORE_TAX,IS_PROFIT_BEFORE_TAX,1,8,VNĐ,5381796000000.0,3467027000000.0,5368138000000.0,5366901000000.0
IS_NET_PROFIT_AFTER_TAX,IS_NET_PROFIT_AFTER_TAX,1,9,VNĐ,4280589000000.0,2784685000000.0,4320388000000.0,4292478000000.0
IS_MINORITY_INTEREST,IS_MINORITY_INTEREST,1,10,VNĐ,0.0,0.0,0.0,0.0
BS_CASH_AND_PRECIOUS_METALS,BS_CASH_AND_PRECIOUS_METALS,1,11,VNĐ,6785568000000.0,8624548000000.0,8157465000000.0,6151699000000.0
BS_FIXED_ASSETS,BS_FIXED_ASSETS,1,18,VNĐ,5400704000000.0,5438550000000.0,5750831000000.0,5698923000000.0
BS_TOTAL_ASSETS,BS_TOTAL_ASSETS,1,19,VNĐ,948549176000000.0,1025850127000000.0,1030900741000000.0,1067845075000000.0
BS_TOTAL_LIABILITIES,BS_TOTAL_LIABILITIES,1,23,VNĐ,857133676000000.0,931330408000000.0,932149689000000.0,968530557000000.0
BS_CHARTER_CAPITAL,BS_CHARTER_CAPITAL,1,24,VNĐ,51366566000000.0,51366566000000.0,51366566000000.0,51366566000000.0
CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,1,26,VNĐ,-11390620000000.0,49350984000000.0,-21438814000000.0,-20936020000000.0
CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,1,27,VNĐ,132930000000.0,-213690000000.0,-336492000000.0,-251356000000.0
RT_VALUE_PE,P/E Ratio,1,29,lần,7.2830504387,7.8243060407,8.153470272,8.0893919676
RT_VALUE_PB,P/B Ratio,1,30,lần,1.3850887997,1.2934065859,1.3430848485,1.2770199394
RT_PRT_ROE,ROE %,1,33,%,0.1991666777,0.1755767655,0.1749605442,0.1633136228
RT_PRT_ROA,ROA %,1,34,%,0.019116518,0.0165353343,0.0165193965,0.0153965936
RT_BANK_NIM,Net Interest Margin (NIM),1,35,%,0.0303020477,0.0292074524,0.0287151404,0.0288777064
RT_BANK_COF,Cost of Funds (COF),1,36,%,-0.0366104863,-0.0382595263,-0.0404300022,-0.0442802363
RT_BANK_CIR,Cost to Income Ratio (CIR),1,37,%,-0.3236781672,-0.3232261322,-0.3201134462,-0.2970421857
RT_BANK_LDR,Loan to Deposit Ratio (LDR),1,38,%,1.1718987654,1.1736169155,1.2458515162,1.2933656682
RT_BANK_NPL,Non-Performing Loans Ratio (NPL),1,39,%,0.0109480051,0.0097140463,0.0096704639,0.0102679363
RT_BANK_NPL_COVERAGE,NPL Coverage Ratio,1,40,%,-0.8402234423,-1.1429001196,-1.1396713333,-1.0532732416
RT_BANK_CAR,Capital Adequacy Ratio (CAR),1,41,%,0.0,0.0,0.0,0.0
