id,item,level,order,unit,2025-Q3,2025-Q4,2026-Q1,2026-Q2
IS_PROFIT_BEFORE_TAX,IS_PROFIT_BEFORE_TAX,1,8,VNĐ,3656898000000.0,-3360145000000.0,2106205000000.0,2029891000000.0
IS_NET_PROFIT_AFTER_TAX,IS_NET_PROFIT_AFTER_TAX,1,9,VNĐ,2901283000000.0,-2752462000000.0,1584404000000.0,1346691000000.0
IS_MINORITY_INTEREST,IS_MINORITY_INTEREST,1,10,VNĐ,0.0,0.0,0.0,0.0
BS_CASH_AND_PRECIOUS_METALS,BS_CASH_AND_PRECIOUS_METALS,1,11,VNĐ,9149135000000.0,5401563000000.0,5956879000000.0,5929857000000.0
BS_FIXED_ASSETS,BS_FIXED_ASSETS,1,18,VNĐ,7110464000000.0,7044615000000.0,7006973000000.0,6937711000000.0
BS_TOTAL_ASSETS,BS_TOTAL_ASSETS,1,19,VNĐ,848942045000000.0,917119803000000.0,859571527000000.0,892048566000000.0
BS_TOTAL_LIABILITIES,BS_TOTAL_LIABILITIES,1,23,VNĐ,786237253000000.0,857253059000000.0,798094916000000.0,829241317000000.0
BS_CHARTER_CAPITAL,BS_CHARTER_CAPITAL,1,24,VNĐ,18852157000000.0,18852157000000.0,18852157000000.0,18852157000000.0
CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_OPERATING_ACTIVITIES,1,26,VNĐ,11877928000000.0,57606771000000.0,-58545352000000.0,17064706000000.0
CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,CF_NET_CASH_FLOWS_FROM_INVESTING_ACTIVITIES,1,27,VNĐ,-114593000000.0,-354438000000.0,-128122000000.0,-19476000000.0
RT_VALUE_PE,P/E Ratio,1,29,lần,8.2988662062,20.4103559455,28.6847336239,45.4177987127
RT_VALUE_PB,P/B Ratio,1,30,lần,1.6265131736,2.0248198322,2.1588565838,2.2271793201
RT_PRT_ROE,ROE %,1,33,%,0.2088651888,0.1034338617,0.0758901916,0.0499063995
RT_PRT_ROA,ROA %,1,34,%,0.0155492911,0.007133149,0.0053910398,0.0035022109
RT_BANK_NIM,Net Interest Margin (NIM),1,35,%,0.0354265752,0.0325385401,0.0305414745,0.0293063327
RT_BANK_COF,Cost of Funds (COF),1,36,%,-0.0402681599,-0.0407908195,-0.0427259667,-0.0453618528
RT_BANK_CIR,Cost to Income Ratio (CIR),1,37,%,-0.4655912185,-0.4069317037,-0.4521085051,-0.2839314996
RT_BANK_LDR,Loan to Deposit Ratio (LDR),1,38,%,0.9453225074,1.0130197662,1.0435607951,0.9816181355
RT_BANK_NPL,Non-Performing Loans Ratio (NPL),1,39,%,0.0274979645,0.0640760681,0.0661894596,0.0754007947
RT_BANK_NPL_COVERAGE,NPL Coverage Ratio,1,40,%,-0.9326321151,-0.4996902092,-0.532122784,-0.5666920241
RT_BANK_CAR,Capital Adequacy Ratio (CAR),1,41,%,0.0,0.0,0.0,0.0
